movie_sid,movie_name,movie_score,movie_time,movie_style,movie_director
5993138,王朝的女人·杨贵妃,3.7,2015-07-30(中国大陆),爱情 古装,范冰冰 黎明 吴尊 陈冲 宁静 吴刚 金昊 陈宝国 文章 秦怡 屠洪刚 吴樾 俞露 史蒂芬·伯格丁 卡罗尔·麦克法登 曹英睿 王龙华 刘潮 蒋冰 吴超 原雨 伊一
27034587,甜蜜暴击,2.7,2018-07-23(中国大陆),喜剧 爱情,鹿晗 关晓彤 裴子添 邵雨薇 李萌萌 赵越 高诗瑶 徐崴罗 杨浩天 张毓宜 关少曾 王雅婷 丁程鑫 祁高坤 王嘉 尹昭德
26818314,猛虫过江,3.7,2018-06-15(中国大陆),喜剧 动作,小沈阳 潘斌龙 宋芸桦 金士杰 刘桦 胡明 曹瑞 陈惠敏 姚中仁 李立群 苑琼丹 肖央 杨树林 陈汉典 九孔 纳豆 沈春阳 高捷 马浴柯
30476403,移情高手,3.2,2021-01-29(中国大陆),喜剧 爱情,王智 高晓攀 于莎莎 衣云鹤 黄奕 迟帅 吕颂贤 颜丹晨 克拉拉 巴多 谭飞
20444530,我想和你好好的,6.0,2013-10-12(中国大陆),剧情 爱情,冯绍峰 倪妮 钮宝平 周德华 常小婧 马斯瑟 郭晓小 魏凯
26899146,雪暴,6.1,2019-04-30(中国大陆),动作 悬疑 犯罪,张震 倪妮 廖凡 黄觉 刘桦 张奕聪 李光洁 岳小军 昌隆 王太利 张诣文含
26608230,三十而已,6.6,2020-07-17(中国大陆),剧情 家庭,江疏影 童瑶 杨玏 毛晓彤 李泽锋 杨立新 马志威 晏紫东 王自健 毛毅 周澄奥 高海宁 张月 陈天雨 宋哲为 关晓彤 卜冠今 李庚希 董思怡 吴冕 徐敏 田岷 蔡纲 江柏萱 戴娇倩 杨新鸣 红花 柳珊 贾顺治 余骁睿 康可人 杨雨婷 杨壹童 张彤 上官瞳 田瑞 蔡蝶 韩姝妹 蒋昌建 郑晓钟 傅淼 田依桐 卫莱 张书弘 谢承颖 杨柳青 白茹 罗俪馨 尹菲菲 茹天 王潇淇 王仁君 大力 张静静 艾佳妮 金晖 张璐瑶 徐晟 徐风 赵千紫 冯悠苒
5364987,孤岛惊魂,3.4,2011-07-08(中国大陆),悬疑 惊悚 恐怖,陈小春 杨幂 叶山豪 蔡淑臻 黄又南 徐天佑 安雅 谭俊彦 李曼筠 小凌霏 徐自贤 姜皓文
26279120,从天“儿”降,3.8,2015-12-04(中国大陆),喜剧,陈学冬 张艺兴 姜雯 李小璐 欧阳俊文 张瑶 秦舒培 于小伟 陈楚生 胡彦斌 释彦能 巴图 瑶淼 章子怡 黄晓婉 刘若谷 张峻豪
35069506,一点就到家,6.5,2020-10-04(中国大陆),剧情 喜剧,刘昊然 彭昱畅 尹昉 谭卓 张琪 李佳琦 西文 陈瑞生 刘梦梦 吕承道
25958839,蜀山战纪之剑侠传奇,6.6,2015-09-22(中国大陆),武侠 古装,赵丽颖 陈伟霆 吴奇隆 叶祖新 刘思彤 樊少皇 张天霖 高伟光 贾晓晨 文咏珊 韩雨芹 汪汐潮 吴华新 李进荣 魏春光 何润东 宗峰岩 韩昊霖 张思帆 黄世超 李纯洱 左佰学 王琇强 赵楠 邢罗丹
1305201,黄飞鸿之铁鸡斗蜈蚣 黃飛鴻之鐵雞鬥蜈蚣,7.2,1993-04-01(中国香港),喜剧 动作 历史 武侠,李连杰 张敏 张卫健 陈百祥 袁咏仪 徐忠信 梁家仁 苑琼丹 张兰英 秦贵宝 朱斗 刘家辉 元武 朱铁和 林富伟 李华月 钟发 贾天怡 梁佩瑚 吴育枢 雷达 司马华龙
24697826,古剑奇谭,7.2,2014-07-02(中国大陆),剧情 奇幻 武侠 古装,杨幂 李易峰 马天宇 乔振宇 钟欣潼 陈伟霆 张智尧 陈紫函 张檬 高伟光 张云龙 迪丽热巴 戚薇 李小璐 张杰 郑业成 边江 秦俊杰 贾青 宝木中阳 姜广涛 张逸杰 岳跃利 杨天翔 张维娜 刘校妤 刘庭羽 赵文浩 应昊茗 王铮 宗峰岩 张磊 赵岭 马敬涵 赵毅 王一淼 范彩儿 许烁 王泽霖 龚思乐 乔诗语 唐小喜 邱意浓 沈佳凝
35135955,北辙南辕,4.9,2021-07-11(中国大陆),剧情,蓝盈莹 金晨 啜妮 隋源 王珞丹 韩庚 郑业成 朱雨辰 杨旭文 王阳 刘凯 王萌黎 刘海蓝 赵阳 刘晓庆 岳跃利 朱时茂 丁志城 徐帆 张绍刚 刘效松 宋丹丹 黄渤 任素汐 朱一龙 张一山 周延 蒋依依 高曙光 张晞临 于波 李解 捞仔 马上又 栾树 傅首尔 王钧 龚宇 冯小刚 王可如 林静 李丞峰 李祉默 葛四 张兴泽 王艺默 弗雷德里克·叶德斯特罗姆
25444447,黄飞鸿之英雄有梦,5.6,2014-11-21(中国大陆),剧情 动作 爱情 武侠,彭于晏 井柏然 王珞丹 洪金宝 杨颖 梁家辉 王祖蓝 张晋 冯嘉怡 秦俊杰 文峰 高泰宇 王鑫 魏小欢 李凯贤 张籽沐 周显扬 米罗斯拉夫·卡雷尔 陈之辉 蒋中炜 麦克·里德
10833923,等风来,5.7,2013-12-31(中国大陆),喜剧 爱情,倪妮 井柏然 刘雅瑟 张子萱 刘孜 陈卫 格桑 杨凯淳 侯传杲 何佳怡
25907124,姜子牙,6.6,2020-10-01(中国大陆),剧情 动画 奇幻,郑希 杨凝 图特哈蒙 阎么么 季冠霖 姜广涛 山新 刘明月 佟心竹 郝祥海 叶知秋 李兰陵 藤新 陈思宇 闫夜桥 曹云图 李佳怡 沈念如 李轻扬 王晨光 瞳音 涂小鸦 张闻天 赵小双 李璐 程昕宇 姜英俊 赵一博
32493124,悬崖之上,7.6,2021-04-30(中国大陆),剧情 动作 悬疑,张译 于和伟 秦海璐 朱亚文 刘浩存 倪大红 李乃文 余皑磊 飞凡 雷佳音 沙溢 韩昊霖 赵毅 安冬 松天硕 丁子迪 陈语桐 牛晓宁 燕磊 袁红阳 逯长恩 马睿瀚 纪焕博 芮丹尼 陈永胜 王乃训 冯瓅 曹瑞 白恩 封新天 齐羽嘉
27611667,喜宝,3.3,2020-10-16(中国大陆),剧情 爱情,郭采洁 张国柱 高仁 李彦漫 曹恩齐 高姝瑶 黎燕珊 赵雪芹 杨奇雨 阮巨 王嘉禾 王春妹
27594653,发财日记,5.7,2021-02-12(中国大陆网络),剧情 喜剧,宋小宝 马丽 沙溢 张一山 肖央 艾伦 王祖蓝 魏翔 韩彦博 马汉毅 黄小蕾 肖添仁 文松 宋晓峰 张家豪 程野 杨树林 王小虎 贾舒涵 周弋楠 孙小飞 郑千里
26219893,快手枪手快枪手,5.3,2016-07-15(中国大陆),喜剧 动作,林更新 张静初 腾格尔 刘晓庆 锦荣 曾江 施予斐 含笑 文淇 詹姆斯·奥夫斯 韩秋池 关凌 梁天 远明
35131443,东海人鱼传2 东海人鱼传Ⅱ,暂无评分,2021-09-24(中国大陆网络),奇幻 冒险 古装,梁霆炜 邱诗媛 孙子钧 鹿迅 陈家良
10617163,杀戒,5.4,2013-06-09(中国大陆),爱情 悬疑,刘烨 倪妮 王迅 张逗逗 孙桂田 黄柏钧 胡珊珊 彭梓洋 赵志刚 宣依 臧晋
26413293,大秦赋,5.4,2020-12-01(中国大陆),历史 古装,张鲁一 段奕宏 李乃文 朱珠 辛柏青 邬君梅 尤勇智 李洪涛 王庆祥 陈米麒 李卓钊 刘钧 蒋毅 高玉庆 高姝瑶 黄小戈 赵昕 赵正阳 王超 郑楚一 陈之辉 臧金生 尹铸胜 李浩轩 孟召重 李欣泽 谢宁 叶项明 刘冠麟 周铁 朱悦 苏茂洋 陈秋果 王志军 冯晖 任宇 郁晓冬 师悦玲 李子游 黑子 刘薇 傅诗彤 郭鑫 于彦凯 赵鲲鹏 赵鲲鹏
35155748,金刚川,6.5,2020-10-23(中国大陆),剧情 战争,张译 吴京 李九霄 魏晨 邓超 欧豪 邱天 周思羽 刘显达 石昊正 石欧 张哲 刘彦希 郝珠宇 陈美汶 孔祥海 杨轶 张承
10484007,陆贞传奇,7.4,2013-05-05(中国大陆),爱情 古装,赵丽颖 陈晓 乔任梁 刘雪华 杨蓉 唐艺昕 张可颐 吴映洁 王琳 习雪 姜鸿 金巧巧 韩栋 巩小榕 董娴 姜广涛 陈倩 金雁 刘芊含 严明 钟楚曦 边江 徐歆雨 刘校妤 张杰 刘越 刘一祯 郑伟 陶灏景 麦迪娜 邓莎 李依晓 岳跃利 余心恬
25864078,今晚80后脱口秀,8.1,2012-05-13(中国大陆),脱口秀,王自健 中孝介 宁浩 李东学 黄龄 宋丹丹 王雷 范明 余淳 张杰 李晨 黄夕倍 黄小琥 孙楠 林海 雷佳音 释延参 曲婉婷 陈数 赵正平 谢依霖 亚当·兰伯特 汪东城 尚雯婕 蒋劲夫 屈中恒 吴启华 王兆祥 朱丹 孟佳 王霏霏 裴秀智 李玟暎 徐峥 毛阿敏 严屹宽 狄志杰 陈嘉桦 伏玟晓 饶晓志 史航 陈蓉 周瑾 蒙亭宜 万峰 谢波 谢承颖 乔任梁 卢广仲 方大同 保罗·韦斯利 林俊杰 刘谦 林艾璇 陈庭萱 杰森·玛耶兹 陈璇 冷碗碗 基努·里维斯 陈虎 德维恩·韦德 王亦丰 杨永聪 陈楚生 林暐恒 莱昂纳尔·里奇 鞠婧祎 黄婷婷 张语格 万丽娜 曾艳芬 陆婷 冯薪朵 莫寒 陈观慧 温晶婕 李健 陶晶莹 沙宝亮 帕丽斯·希尔顿 周蕙 娄艺潇 陈赫 李金铭 王传君 李佳航 詹姆斯·布朗特 奚梦瑶 秦舒培 猫女魔力 张嘉益 闫妮 冯喆 黄磊 贾乃亮 王伟忠 袁姗姗 胡歌 王铮亮 吴奇隆 叶祖新 王优嘉 尼查坤·抔勒威查固 魏大勋 尚恩·菲南 宋冬野 光良 龚琳娜 张信哲 张靓颖 罗温·艾金森 品冠 赵传 瑞塔·奥拉 郝云 金池 张洪量 袁惟仁 张宇 易小星 孔连顺 葛布 王琳 邹市明 曹可凡 马天宇 杨臣刚 孙红雷 黄渤 王迅 张艺兴 罗志祥 井柏然 许诚毅 辰亦儒 孙艺洲 叶青 张凯丽 钟汉良 穆雅斓 白百何 韩延 马頔 陆川 王一浩 赵泳鑫 檀健次 池约翰 肖顺尧 古巨基 郑恺 田羽生 沈腾 马丽 胡海泉 陈羽凡 邓超 陈思诚 百克力 吴克群 马修·摩伊 杜江 薛凯琪 张国立 郭子睿 朱珠 成龙 周杰伦 杨紫琼 休·杰克曼 塔伦·埃哲顿 阮经天 苗侨伟 秦海睿 马薇薇 颜如晶 佟大为 吕云骢 林宥嘉 唐嫣 洼田启子 李诞 夏雨 翟天临 池子 王建国 程璐 王思文 梁海源 庞博 陈思 史炎 戴荃 周奇墨
26933158,阳光劫匪,3.6,2021-05-01(中国大陆),喜剧 奇幻,马丽 宋佳 文文 张海宇 谢锐韬 曾志伟 沙溢 杨迪 詹瑞文 方励 袁川航
25845294,勇士之门,3.6,2016-11-18(中国大陆),奇幻 冒险,赵又廷 倪妮 尤赖亚·谢尔顿 吴镇宇 戴夫·巴蒂斯塔 奚梦瑶 惠英红 西耶娜·盖尔利 罗恩·斯穆安伯格 高原
26661183,抢红,3.1,2017-05-19(中国大陆),动作 犯罪,张涵予 黎明 王耀庆 杜鹃 南伏龙 黄尚禾 吉丽 苍井空 张雨晴 边程
25919327,摇滚水果,2.8,2015-11-27(中国大陆),喜剧 爱情 音乐,王李丹妮 陈亦飞 常乐 陈霖生 贾康熙 徐艺 康晞娅 魏健 金宝 姜鑫
25868112,爸爸回来了 第一季,7.6,2014-04-24(中国大陆),家庭 儿童 真人秀,吴尊 贾乃亮 李小鹏 王中磊 黄渤 刘德华 陈意涵 成龙 夏雨 井柏然 宋承宪 李晨 郭涛 李小璐 温碧霞 郑智薰 徐娇 侯佩岑 林鹏 刘仪伟 孙杨 杨澜 辰亦儒 王若心 华少 刘璇 陈建州 林依轮 万思维 唐志中 李安琪 王元也 滕海滨
32493666,追虎擒龙,5.0,2021-05-01(中国大陆),剧情 动作 犯罪,古天乐 梁家辉 吴镇宇 林家栋 姜皓文 胡然 郑则仕 蔡洁 林子善 刘浩龙 何浩文 黄浩然 龚慈恩 李天翔
26673282,冷血狂宴,3.8,2020-12-04(中国大陆网络),动画 奇幻,陈学冬 陈伟霆 郭采洁 林允 王源 王俊凯 易烊千玺 汪铎 范冰冰 封佳奇 朱桢
30170120,作家的谎言：笔忠诱罪 作家的謊言：筆忠誘罪,6.7,2019-06-20(中国香港),悬疑,张建声 松冈李那 何珮瑜 陈嘉莉 王宗尧 赵永洪 陆永 郑诗君 吴岱融 邹文正 方咏琳 陈浩民 陈国坤 张沛乐 陈诗慧 姚学智
33447642,沉默的真相,9.0,2020-09-16(中国大陆),剧情 悬疑 犯罪,廖凡 白宇 谭卓 宁理 黄尧 赵阳 田小洁 王建国 吕晓霖 赵圆瑗 曹卫宇 陆思宇 牛超 何其炜 张垒 赵雷棋 陈维涵 李嘉欣 韩朔 闵政 邱云鹤 余芷慧 范奕泽 葛四 栾西子 陈禹同 王曦苒 刘沙 郭鹏 郭唐维 王志刚 纪永清 王盛 王振 姜健 胡健 于山川 秦耀华 宋沐泽 吕宁 付彦丹
26658568,28岁未成年,5.7,2016-12-09(中国大陆),喜剧 爱情 奇幻,倪妮 霍建华 马苏 王大陆 潘斌龙 隋凯 刘恩佳 余心恬 汪汐潮 来喜 曲哲明 贾玲 宁文彤 桑平 明莉 朱名愚 孟丹青 姜寒
26675615,欢喜密探,6.3,2016-10-17(中国大陆),喜剧 古装,包贝尔 贾玲 王鸥 包文婧 柳岩 林雪 罗家英 文松 张一鸣 刘冠麟 曾一竣 杨皓宇 陈作深 德柏 魏翔 林爽 黄晓明 伊莉莎 王奕盛 吴樾 张洪杰 杜海涛 杜淳 陈紫函 李宗翰 文章 谭凯 何炅 朱梓骁 艾伦 焦俊艳 袁文康 沈腾 孙坚 白客 海陆 刘欢 张歆艺 李菲儿 王祖蓝 张大大 郭京飞 肖旭 曹胤 张学恒 马浴柯 易小星 雪村 刘坤 袁成杰 颜丹晨 蒋欣 曹炳琨 朱亚文 潘霜霜 李菁 曾舜晞 潘斌龙 赵丽颖 栾元晖 杨子姗 翟天临 俞灏明 舒畅 常远 木幡龙 唐奕霖 何佳怡 王鹏翔 迟媛媛 董立范 孙嘉
30389258,月半爱丽丝,3.4,2020-10-30(中国大陆),喜剧 爱情 奇幻,关晓彤 黄景瑜 官鸿 卢杉 潘一飞 昌隆 杨冬麒 范明 赵英俊 罗家英 嘉泽 吕晨悦 周韵茹 梁家桐 田爽
26926445,长歌行,5.8,2021-03-31(中国大陆),剧情 古装,迪丽热巴 吴磊 刘宇宁 赵露思 方逸伦 张浩哲 王小伟 程诚 易大千 曹曦月 娃尔 刘海宽 李光复 耿乐 成泰燊 萨顶顶 刘楚玄 锦浠 刘天宝 杨明娜 李建义 卢星宇 晋松 许榕真 王璟彦 吴崇轩 杨钧丞 杨子骅 谭建昌 吕艳蓓 刘金龙 魏炳桦 龙德 郁晓冬 付宏声 云翔 邢文杰 孔奇力 周云深 张雨霏 李保民 李长安  田峻丞 彭博 陈沐琳 郭金豪 何羽霄
30428069,东海人鱼传,3.5,2020-02-21(中国大陆),奇幻 冒险 古装,邱诗媛 梁霆炜 徐少武 吕宇
30171424,拆弹专家2,7.5,2020-12-24(中国大陆),动作 犯罪,刘德华 刘青云 倪妮 谢君豪 姜皓文 吴卓羲 马浴柯 黄德斌 郑子诚 洪天明 袁富华 刘浩龙 凌文龙 赵永洪 蔡瀚亿 张竣杰 张扬 郑咏谦 莫浩峰 伍咏诗 明德丰 吴海昕 周祉君 梁天尺 安吉·阿维斯塔 钟志光 顾纪筠 甄咏蓓 梁健平
24743728,夜孔雀,4.8,2016-05-20(中国大陆),剧情 爱情,刘亦菲 刘烨 余少群 黎明
26309969,新乌龙院之笑闹江湖,3.5,2018-08-17(中国大陆),剧情 喜剧 动作,王宁 孔连顺 王智 吴孟达 梁超 郝劭文 张子栋 李欣蕊 张峻豪 今井隆星 宋小宝 曾志伟 叶全真 宋来运 今井龙惺
26710402,奔跑吧兄弟 第四季,5.8,2016-04-15(中国大陆),真人秀,邓超 杨颖 李晨 郑恺 王祖蓝 陈赫 鹿晗 沈涛 张杰 曾毅 李亚男 何穗 林允 陈嘉桦 杨魏玲花 马思纯 林更新 乔杉 郑智薰 张钧甯 张雨绮 张涵予 池石镇 河东勋 宋仲基 宋智孝 张天爱 金钟国 江疏影 陈意涵 俞白眉 王子文 贾玲 李光洙 黄晓明 代乐乐 姜超 宋小宝 岳云鹏 杨坤 李立群 向佐 谭维维 那英 林志颖 苏有朋 华晨宇 张静初 陈建州 秦越
5290729,全球热恋,5.6,2011-09-08(中国大陆),喜剧 爱情,刘若英 郭富城 陈奕迅 桂纶镁 杨颖 井柏然 徐帆 刘金山 杜海涛 刘锦儿 赵雷棋 尚雯婕 刘双宁 吕思瑾
10759926,全城高考,5.5,2013-02-05(中国大陆),剧情,方中信 乔乔 谭佑铭 吴俊余 陆翊 吴刚 午马 高山
35133009,猎狼者,7.3,2021-05-24(中国大陆),剧情 犯罪,秦昊 尹昉 黄子星 沈佳妮 尹铸胜 余皑磊 赵魏 隋咏良 何晨 贾宏伟 韩秋池 王翌舟 杨奇雨 郑伟 曲高位 曲栅栅 赵昭仪 姬他
26711487,决战食神,4.6,2017-02-10(中国大陆),剧情 动作,谢霆锋 黄秋生 郑容和 唐嫣 葛优 白冰 杜海涛 王太利 詹瑞文 海鸣威 罗兰 李沛泽 伊一 蔡澜 卫诗雅
26787124,青禾男高,3.9,2017-07-12(中国大陆),剧情,景甜 欧豪 黑木美沙 林遣都 张宁江 尹昉 周游 丁冠森 夏恩 姜宗远 中岛广稀 刘德凯 荫山征彦 木幡龙 大谷主水 李方丁
3006772,第九区 District 9,8.3,2009-11-27(中国大陆),剧情 动作 科幻 惊悚,沙尔托·科普雷 詹森·库伯 娜塔莉·博尔特 茜尔雯·斯特赖克 约翰·萨莫尔 威廉·艾伦·扬 尼克·布雷克 杰德·布罗菲 路易斯·米纳尔 瓦妮莎·海伍德 玛丽安·胡曼 维多利奥·莱奥纳迪 曼德拉·加杜卡 约翰·范·肖尔 斯特拉·斯廷坎普 戴维·詹姆斯 肯尼思·恩科西 蒂姆·戈登 莫尔内·埃拉斯姆斯 尤金·孔巴尼瓦 赫棱基维·马德拉拉 西雅邦加·拉德贝 梅尔特·西贝尔哈亨 安德勒·奥登达尔 尼克·伯莱尼 罗伯特·霍布斯 Barry Strydom 西莫·莫加瓦扎 伊丽莎白玛坎达维 格雷格·梅尔维尔-史密斯 Morena Busa Sesatsa Themba Nkosi Mzwandile Nqoba 大卫·杜卡斯
26386688,你和我的倾城时光,5.5,2018-11-12(中国大陆),剧情 爱情,赵丽颖 金瀚 曹曦文 俞灏明 刘凡菲 孟瑞 刘恺威 文予琪 林源 张峻宁 周一围 张晨光 郭其城 李卓阳 乔诗语 王凯 李静
26705307,欢乐喜剧人 第二季,7.9,2016-01-17(中国大陆),脱口秀,毛毛 王伟忠 小沈阳 朱德刚 王宁 宋晓峰 王小帅 柳岩 巩汉林 于谦 郭德纲 陈佩斯 瞿颖 岳云鹏 高圆圆 程野 朱时茂 潘阳 孙越 徐峥 吴京 郭麒麟 黄渤 秦昊 谢娜 大张伟 韩兆 王祖蓝 黄晓明 沈春阳 伊能静 沈腾 姜昆 魏翔 裘继戎 张子栋 张一鸣 杜旭东 苑琼丹 张小斐 沈凌 李铭宇 倪虹洁 艾伦 林依晨 杨蕾 王小利 卜钰 张泰维 张云雷 宋小宝 唐从圣 潘斌龙 赵正平 大鹏 白凯南 潘长江 詹瑞文 文松 贾玲 杨树林 李鸣宇 王亮 韩烨洲 崔志佳
25812420,花千骨,6.9,2015-06-09(中国大陆),剧情 爱情 奇幻 古装,霍建华 赵丽颖 蒋欣 张丹峰 马可 杨烁 钱泳辰 曾虹畅 安悦溪 李纯 徐海乔 鲍天琦 董春辉 蒋一铭 苗驰 沈保平 宫正楠 康磊 赵楚纶 杜哲宇 李茜 邢瀚卿 王九胜 沈雨 傅子铭 赵耀兴 边江 高郡海 高一清 刘瀚阳 林以政 叶晟彤 陈奕雯 江明洋 郑业成 阮圣文 王羿均
22556008,喜爱夜蒲3 喜愛夜蒲3,4.5,2014-01-02(中国香港),剧情 情色,许亦妮 林德信 雨侨 何珮瑜 郭颖儿 伍咏薇 陈柏宇 应昌佑 谢天华 方力申 洪天明 关楚耀 张继聪 蔚雨芯 林盛斌 王宗尧 松冈李那 何浩文 麦德罗 彭怀安 陈国权 钱国伟 陈宛蔚 夏尉喻 文凯玲 王宝葆 喇英 陈少邦 唐紫睿 黄竣锋 李健宏 曾敏 周丽欣 李慧玲 陈延力 罗彩玲 雷颖怡
26438888,奔跑吧兄弟 第三季,6.2,2015-10-30(中国大陆),真人秀,邓超 鹿晗 杨颖 郑恺 王祖蓝 李晨 陈赫 陈嘉桦 伊一 张蓝心 王太利 肖央 谢娜 何穗 李亚男 黄渤 熊黛林 孙俪 沈涛 柳岩 冯绍峰 萧亚轩 陈乔恩 郭碧婷 王宝强 吴莫愁 宋佳 林心如 张慧雯 夏雨 郭采洁 马苏 杨幂
35140001,美人皮,4.9,2020-07-17(中国大陆),爱情 悬疑 奇幻,韩栋 张予曦 王艺曈 李若天 肖向飞 陶慧敏 温海波 娄舒妤
27148168,赘婿,6.2,2021-02-14(中国大陆),剧情 古装,郭麒麟 宋轶 蒋依依 高曙光 海一天 尚语贤 朱珠 张若昀 田雨 岳旸 刘冠麟 冯晖 王成思 叶项明 赵柯 曹曦月 刘已航 钱波 黄澄澄 李彧 戴向宇 胡丹丹 沈浩 崔鹏 王丽娜 温海波 姚一奇 魏子昕 鹿骐 刘小北 姜健 张晓晨 樊昱君 郭泱 张净桐 刘金龙
26614088,老九门,6.7,2016-07-04(中国大陆),剧情 悬疑,陈伟霆 张艺兴 赵丽颖 应昊茗 袁冰妍 王闯 张铭恩 王美人 张鲁一 李宗翰 李乃文 郑国霖 杨紫茳 胡耘豪 张杰 刘校妤 卢力峰 乔诗语 李宝儿 王冠 赵梅雅 周婷 彭小苒 唐孜悦 徐磊 斯托克斯·安德鲁·查尔斯 黄梓熙 张春仲
34930755,bilibili晚会二零一九最美的夜,9.0,2019-12-31(中国大陆),歌舞 真人秀,朱广权 陈超 周延 彭磊 赵梦 庞宽 冯提莫 陈乐一 张光北 胡彦斌 易言 周笔畅 张蔷 理查德·克莱德曼 方锦龙 戴荃 周深 邓紫棋 陈信宏 蔡升晏 石锦航 温尚翊 刘冠佑 王禹 方颂评 克丽希·克斯丹萨 路卡·苏利克 段汁 赵兆
26279166,鸭王 鴨王,4.9,2015-01-29(中国香港),喜剧 爱情 情色,白健恩 何浩文 袁嘉敏 何珮瑜 樊玲 梁敏仪 唐紫睿 卢宛茵 江美仪 何华超 单立文 王俊棠 喇英 梁嘉铭 何启华 张荣祥 刘敬雯
30455611,奔跑吧 第三季,5.3,2019-04-26(中国大陆),真人秀,朱亚文 杨颖 李晨 郑恺 王彦霖 黄旭熙 宋雨琦 王哲林 任贤齐 胡夏 张国立 林峯 伊一 沈佳妮 井柏然 小沈阳 白宇 叶苏霖 王嘉尔 萧敬腾 郭艾伦 沙溢 吴尊 杨迪 聂远 赵忠祥 张嘉倪 吴谨言 佘诗曼 官鸿 傅园慧 韩乔生 郑元畅 许凯
6874741,无问西东,7.5,2018-01-12(中国大陆),剧情 爱情 战争,章子怡 黄晓明 张震 王力宏 陈楚生 铁政 祖峰 米雪 王盛德 韩童生 王鑫 郑铮 章泽天 黄梦莹 林美秀 保罗·菲利普·克拉克 胡家华 伊娜 吴谨言 纪帅 王天泽 伍麟凯 都金翰 李洪权 马修·雷·鲁格斯 石燕京 谌龙 宣依 王宏政
1966464,苹果,6.7,2007-02-16(柏林电影节),剧情 情色,梁家辉 佟大为 范冰冰 金燕玲 曾美慧孜 方励 鲍振江 董立范 三宅尚子
26994789,天气预爆,3.8,2018-12-21(中国大陆),喜剧 奇幻,肖央 杜鹃 常远 小沈阳 岳云鹏 王小利 衣云鹤 蔡明 代乐乐 桑平 张本煜 杨一威 包礼岳 沈春阳 姜尘 宋小宝 马浴柯
25805741,后会无期,7.2,2014-07-24(中国大陆),剧情,冯绍峰 陈柏霖 钟汉良 王珞丹 袁泉 陈乔恩 贾樟柯 白客 孔连顺 高华阳 小马达 韩寒 左镜伯 张杰 韩寒爷爷
25745752,左耳,5.6,2015-04-24(中国大陆),剧情 爱情,陈都灵 欧豪 杨洋 马思纯 段博文 胡夏 关晓彤 包文婧 蒋雯丽 成泰燊 谢娜 樊玲 张瑞 王璨 姚清仁 李燕生 王路晴 田淼
27098602,日不落酒店,3.0,2021-03-19(中国大陆),喜剧,黄才伦 张慧雯 沈腾 高叶 张晔子 陶亮 孙珍妮 何子君 陶海 刘背实 张琛 李唯贺 辣目洋子 寇振海 陈炜 柯南·何裴 张鑫 于小鸣 张炜迅 姜伊然
26898747,父子雄兵,4.6,2017-07-21(中国大陆),喜剧,大鹏 范伟 张天爱 乔杉 邬君梅 任达华 梁龙 马书良 柳岩 屈楚萧 罗家英 易小星 潘斌龙 李尚正 郭凯敏 梁健平 张东升 张艺骞
24529353,绝地逃亡 Skiptrace,5.7,2016-07-21(中国大陆),喜剧 动作,成龙 范冰冰 约翰尼·诺克斯维尔 曾志伟 王敏德 赵文瑄 伊芙·托雷斯 郭品超 施诗 延政勋 张蓝心 吉丽 托马尔·奥兹 保罗·菲利普·克拉克 吴耀汉 孙慧莲 勃小龙 蔡佳涵 麦贵源 邱意浓 马铁摩 汪小敏 萧守常
25823274,杉杉来了,7.5,2014-07-08(中国大陆),剧情 爱情,张翰 赵丽颖 百克力 石安妮 王汀 李呈媛 黄宥明 张杨果而 龙一一 黄世超 朱健 杨凯琳 季晨 柴浩伟 曹世平 惠建国 周红 韩燕 申奥 何欢 刘钰瑾 秦越 李方丁
10744833,喜爱夜蒲2 喜愛夜蒲2,4.9,2012-08-29(中国香港),剧情 情色,关楚耀 陈静仪 连诗雅 松冈李那 沈震轩 刘羽琦 陈伟成 邓建明 方力申 余迪伟 崔碧珈 文凯玲 张暖雅 卓韵芝 古巨基 何浩文
6861573,十二星座离奇事件,3.1,2012-07-13(中国大陆),悬疑 惊悚 犯罪,佟大为 甘薇 秦昊 乔任梁 柳岩 杜海涛 宋宁峰 王景春 张钧涵 刘文卿
3233635,功夫熊猫2 Kung Fu Panda 2,8.0,2011-05-28(中国大陆),喜剧 动作 动画 冒险,杰克·布莱克 安吉丽娜·朱莉 达斯汀·霍夫曼 加里·奥德曼 成龙 塞斯·罗根 刘玉玲 大卫·克罗斯 吴汉章 杨紫琼 丹尼·麦克布莱德 丹尼斯·海斯伯特 尚格·云顿 维克多·加博 迈克·贝尔 艾普尔·洪 亚历山德拉·戈尔德·朱尔登 斯蒂芬·凯林 利亚姆·奈特 保罗·马祖斯基 丹·奥康纳 罗密·罗斯蒙特 莫瑞·史特林 弗雷德·塔特西奥 劳伦·汤姆 康拉德·弗农 夏治世
26651353,超级快递,4.5,2016-12-02(中国大陆),喜剧 动作,陈赫 宋智孝 大卫·贝利 肖央 李媛 李淳 邰智源 何赛飞 阚清子 秦越
