movie_sid,movie_name,movie_score,movie_time,movie_style,movie_director
26336253,使徒行者,6.9,2016-08-11(中国大陆/中国香港),剧情 动作 犯罪,张家辉 古天乐 吴镇宇 佘诗曼 许绍雄 黄祥兴 朱璇 梁琤 李光洁 张慧雯 陈狄克 麦美恩 方志驹 冯康宁 李凯贤 李冈龙 阮儿 姚文基 杜港 邵卓尧 陈荣峻 黄炜溏 沈可欣 刘天龙 张秀文 欧瑞伟 吴香伦 余达志 冯素波 成泰燊 卢海鹏 克拉拉 陈豪 释彦能 黄竣锋 袁富华 古天祥 蔡国庆 林盛斌 黄子恒 曾敏 邱芷微 陈国峰
26425063,无双 無雙,8.0,2018-09-30(中国大陆),剧情 动作 悬疑 犯罪,周润发 郭富城 张静初 冯文娟 廖启智 周家怡 王耀庆 方中信 高捷 邢佳栋 张松枝 张建声 吴嘉龙 孙佳君 林嘉华 梁健平 钟溥敏 安吉·阿维斯塔
1294833,花木兰 Mulan,7.9,1998-06-19(美国),剧情 动画 家庭 冒险,温明娜 艾迪·墨菲 黄荣亮 哈维·费斯特恩 米盖尔·弗尔 吴汉章 成龙 许晴 陈佩斯 丽娅·萨隆加 詹姆斯·繁田 胡立成 党同义 田二喜 弗雷达·福斯·沈 路易莎·莱斯金
26313973,我是证人,6.3,2015-10-30(中国大陆),剧情 悬疑 犯罪,杨幂 鹿晗 王景春 朱亚文 刘芮麟 赖艺 柴蔚 李溪芮 沈樵 许龄月 李晨 潘小样
1419969,无极,5.4,2005-12-15(中国大陆),剧情 动作 奇幻,张东健 张柏芝 真田广之 谢霆锋 刘烨 陈红 于小伟 关晓彤 钱波 程前 李静 史磊
1428576,葫芦兄弟,9.1,1986-01(中国大陆),动画 儿童,战车
26363254,战狼2,7.1,2017-07-27(中国大陆),动作 战争,吴京 弗兰克·格里罗 吴刚 张翰 卢靖姗 丁海峰 淳于珊珊 余男 于谦 石兆琪 海蒂·莫尼梅克 奥列格·亚历山大罗维奇 艾伦·托尼 赛尔·哈里斯 高明 王森 苇青 程愫 张永达 郭秋成 杜建桥 周冠廷 安·詹姆斯 黛安娜·希拉 孙率航 张馨月 关海龙 安妮塔·斯图尔特 特雷弗·琼斯 奥斯汀·普里斯特 克莱·方特诺特 保罗·艾力卡 丹尼尔·哈格里夫 李镇男 庄小龙 陈云志 肯尼迪 宋歌 喜利图 希尔维斯塔·斯图尔特 蔡明凯
30488569,龙岭迷窟,8.1,2020-04-01(中国大陆),剧情 动作 冒险,潘粤明 张雨绮 姜超 高伟光 佟磊 周晓鸥 胡明 王奎荣 钱波 舒耀瑄 高雄 左右 陈友旺 李咨墨 张继南 纪海星 李宗霖 王铁山 杜子蓝 潘双宾 杨二宝 温瑞虎 艾宝良 杨旭 张景然 苏伊可 李一情 王文涛 惠王军 王建国 焦鹏 秦子涵 郭玉英 曹宝林 曹麦顺 韩龙瑄 周大庆 刘欣刚 许敏 吴永杰 包蕾 赵欣 巫蛊悠悠
1308570,蜘蛛侠2 Spider-Man 2,7.7,2004-08-05(中国大陆),动作 科幻 冒险,托比·马奎尔 克斯汀·邓斯特 詹姆斯·弗兰科 阿尔弗雷德·莫里纳 罗斯玛丽·哈里斯 J·K·西蒙斯 唐纳·墨菲 丹尼尔·吉里斯 迪伦·贝克 比尔·努恩 范妮莎·费丽托 阿西夫·曼德维 威廉·达福 克里夫·罗伯逊 泰德·雷米 布鲁斯·坎贝尔 斯坦·李 伊丽莎白·班克斯 乔尔·麦克哈尔 山姆·雷米 哈尔·斯帕克斯 艾米丽·丹斯切尔 布兰娜·布朗 佩顿·李斯特 约翰·兰迪斯 金大贤 邦妮· 萨默维尔 里德·戴蒙德 乔伊·布赖恩特 马吉纳·托娃 布兰特·布里斯科 菲尔·拉马 斯科特·斯皮格尔 皮特·麦克罗比 莫莉·曲克 斯宾塞·李斯特 克里斯汀·艾斯布鲁克 金锋 张欣迪 乔安娜·巴隆 路易斯·隆巴迪 罗肖恩·费根 格雷格·埃德尔曼 克洛伊·戴克斯特拉 埃利亚·巴斯金 马克·约翰·杰弗瑞 安妮·贝坦克特 克劳迪娅·卡茨 加雷特·瓦伦 Tim Storms 苏西·帕克 卢·沃尔普 Lorelei Llee Jill Sayre Vince Cupone 法布里奇奥·范特 丹·希克斯 比尔·卡尔弗特 蒂莫西·杰尔姆 Kelly Connell Scott Skversky 菲利普·格拉姆 Peter Cincotti Ken Wharton Christopher Porto John Thurner Jopaul Epp Weston Epp 特洛伊·梅特卡夫 Mohammed Hassan Damian Bailey 卡尔文·迪恩
25872931,万物生长,5.7,2015-04-17(中国大陆),喜剧 爱情,范冰冰 韩庚 齐溪 沈婷婷 沙溢 杨迪 张博宇 赵一维 吴莫愁 雷恪生 李梦 吕行 路金波 方励
26259634,何以笙箫默,3.8,2015-04-30(中国大陆),爱情,黄晓明 杨幂 佟大为 杨颖 谢依霖 黄子韬 陈冲 何穗 马苏 华少 曾志伟 姚安濂 孙艺洲 孔连顺 沈泰 刘天佐 何果轩 曹雷 黄小戈 叶晟彤 理查德·艾伦 杨昆 张帅 刘筱筱
6517421,惊天魔盗团 Now You See Me,7.8,2013-10-10(中国大陆),剧情 悬疑 犯罪,杰西·艾森伯格 艾拉·菲舍尔 伍迪·哈里森 戴夫·弗兰科 马克·鲁弗洛 梅拉尼·罗兰 摩根·弗里曼 迈克尔·凯恩 迈克尔·凯利 古斯塔沃·奥尔蒂斯 亨特·巴克 乔·克里斯特 萨曼莎·博利厄 斯科特·施尔斯通 安东尼·莫利纳利 格里夫·弗斯特 蒂莫西·辛里奇斯 柯南·奥布莱恩 凯特瑞娜·巴尔夫 斯蒂芬妮·奥诺雷 约翰·阿米乔 亚当·沙皮罗 科曼 大卫·沃肖夫斯基 何塞·加西亚 提摩西·怀安特 阿黛拉高蒂尔 克里斯蒂安·加奇奥 J·拉罗斯 道格拉斯·M·格里芬 劳拉·凯洛蒂 斯坦利·黄 杰西卡·林赛
1306160,新警察故事,7.7,2004-09-24(中国大陆),剧情 动作 惊悚 犯罪,成龙 谢霆锋 杨采妮 蔡卓妍 吴彦祖 安志杰 尹子维 王杰 于荣光 叶山豪 蒋怡 伍允龙 孙淳 火星 麦长青 吴浩康 李天翔 文诗琪 叶运强 陈桂芬 庄欣玲 谭王鸿 何伟业 洪天明 刘以达 高皓正 张致恒 梁敏仪 卢惠光 关智斌 伍佰 樋口明日嘉 蒋雅文 Hyun Jin Park 何华超 伍刚 吕有慧 岑建勋 廖启智 黄德斌 吴嘉龙 彭敬慈 连凯
7065154,银河护卫队 Guardians of the Galaxy,8.1,2014-10-10(中国大陆),动作 科幻 冒险,克里斯·帕拉特 佐伊·索尔达娜 布莱德利·库珀 范·迪塞尔 戴夫·巴蒂斯塔 李·佩斯 迈克尔·鲁克 凯伦·吉兰 杰曼·翰苏 本尼西奥·德尔·托罗 约翰·C·赖利 格伦·克洛斯 劳拉·哈德克 肖恩·古恩 彼得·塞拉菲诺威茨 埃米特·斯坎伦 奥菲利亚·拉维邦德 玛拉马·科利特 布鲁斯·麦克金伦 拉尔夫·伊内森 罗布·赞比 约翰·布罗特顿 格拉汉姆·谢尔斯 王丽雅 詹姆斯·古恩 斯坦·李 安蒂·哈卡拉 Janis Ahern 叶卡捷琳娜·扎利特科 伍凤春 埃里克斯·德尼索夫 弗兰克·吉尔霍利 米凯拉·霍沃 罗南·萨莫尔斯 梅利亚·科尔林 Joanna Chamberlain 迪索·拉莫斯 乔什·布洛林 恩佐·科伦蒂 托马斯·阿拉纳 布兰登·费尔 沙利夫·阿特金斯 妮可·亚历山德拉·希普利 马克斯·沃罗特斯利 格雷格·亨利 克里斯托弗·法里班克 内森·菲利安 瓦耶特·奥莱夫
10344754,毒战 毒戰,7.5,2013-04-02(中国大陆),剧情 动作 犯罪,孙红雷 古天乐 黄奕 钟汉良 高晟晖 李光洁 叶璇 甘婷婷 王思雅 林雪 林家栋 肖聪 王紫逸 成泰燊 卢海鹏 张兆辉 吴廷烨 姜皓文 李菁 郭涛 谭凯 郝平 郑晚秋 尤勇智 高鑫 秦伯坤 孟瑞 王智 孙淳
23856234,摩登年代,5.6,2013-08-23(中国大陆),剧情 喜剧,徐峥 张子枫 王宣予 张颂文 王太利 肖央 岳小军 杜家毅
1306612,蜘蛛侠 Spider-Man,8.0,2002-08-07(中国大陆),动作 科幻 冒险,托比·马奎尔 威廉·达福 克斯汀·邓斯特 詹姆斯·弗兰科 克里夫·罗伯逊 罗斯玛丽·哈里斯 J·K·西蒙斯 乔·曼根尼罗 格里·贝克尔 比尔·努恩 杰克·贝茨 斯坦利·安德森 罗恩·帕金斯 迈克尔·帕帕约翰 布鲁斯·坎贝尔 斯坦·李 伊丽莎白·班克斯 奥克塔维亚·斯宾瑟 露西·劳莱丝 莎拉·拉米尔兹 宾尼·尤奎德兹 斯科特·斯皮格尔 吉姆·诺顿 杰西·巴托克 金锋 阿什丽·艾德纳 罗伯特·科尔曼 彼得·阿佩尔 杰西·海曼 席尔瓦·克莱吉安 泰德·雷米 玛西·格雷 迈克·沃特福德 Tammi Sutton Lou Torres Jillian Clare Jacob Chambers 兰迪·霍尔 菲利普·吴 Kristen Marie Holly 克劳迪娅·卡茨 Derek C. Wallace 阿杰·梅赫塔 Lance Polland Sean Valla Jophery C. Brown Alex Black Andy Bray 布拉德·格伦伯格 Jill Sayre 兰迪·萨瓦格 杰森·帕德格特 Joy Michelle Moore David Holcomb Al Goto Shane Habberstad 比尔·卡尔弗特 洛伦·简斯 Andray Johnson 拉里·约书亚 Juan M. Guerra Ari Averbach Patrick Coleman Duncan Cody Cundiff Richard Stephens Marcus Gorman 瑞克·艾弗里 Gary Otto Margaret Baker John Wojnowski III Erica D. Porter Camille Bennett Leroy Patterson Peter Genovese 萨默·雷石东 Justin Neill R.C. Everbeck
10807916,白发魔女传之明月天国,3.8,2014-07-31(中国大陆),动作 爱情 奇幻 武侠 古装,范冰冰 黄晓明 赵文卓 王学兵 倪大红 童瑶 李欣汝 叶童 严屹宽 杜奕衡 赖晓生 刘典 于承惠 魏凯
20505982,寒战2 寒戰II,7.1,2016-07-08(中国大陆/中国香港),剧情 动作 犯罪,郭富城 梁家辉 杨采妮 彭于晏 李治廷 文咏珊 周润发 马伊琍 杨祐宁 张国柱 吴樾 周笔畅 李子雄 骆应钧 林文龙 廖殷曼 傅楚卉 范志博 何卓莹 黄雪儿 邱万城 林慧倩 李凯贤 伍家谦 方健仪 梁健平 唐宁 汤怡 何伟业 黄文标 何启南 黄德斌 林敬刚 蒋志光 尹子维
26986843,十日游戏,7.0,2020-06-02(中国大陆),爱情 悬疑 犯罪,朱亚文 金晨 耿乐 刘奕君 徐棵二 倪大红 萨日娜 杨皓宇 须乾 韩明霖 邵胜杰 常铖 邢瀚卿 依莎 董向荣 赵成顺 张成名
26301582,微微一笑很倾城,4.9,2016-08-12(中国大陆),爱情,井柏然 杨颖 李沁 王思聪 刘循子墨 吴倩 谭松韵 程伊 白宇 李现 王子杰 李九霄 梦秦 杜雨宸 庞瀚辰 曹毅 吴玉芳 夏欣 安韩瑾 潘霄 张一白 张梓豫 李佳勋 苗钟真 王子桀 刘锦航 王紫璇
4133988,枪王之王,6.7,2010-07-02(中国大陆),动作 悬疑 惊悚,古天乐 吴彦祖 李冰冰 蔡卓妍 方中信 连凯 林雪 王敏德 姜广涛 杜港 龙逸升 方志驹 杨羚 黄子雄 张磊
25716096,狗十三,8.2,2018-12-07(中国大陆),剧情 家庭,张雪迎 果靖霖 智一桐 代旭 黄诗佳 曹馨月 聂鑫 周珍
4323732,大笑江湖,4.7,2010-12-03(中国大陆),动作 爱情 武侠 古装,小沈阳 林熙蕾 赵本山 程野 陈志朋 徐少强 吴宗宪 曾志伟 梁家仁 恬妞 毕畅 翟星月 小小彬 黄一飞 李国煌 侯桐江 刘晓光 宝迪 高子沣 王碧琪 白志迪 郝汉
6082518,超凡蜘蛛侠2 The Amazing Spider-Man 2,7.6,2014-05-04(中国大陆),动作 科幻 奇幻 冒险,安德鲁·加菲尔德 艾玛·斯通 杰米·福克斯 戴恩·德哈恩 科鲁姆·费奥瑞 菲丽希缇·琼斯 保罗·吉亚玛提 莎莉·菲尔德 斯坦·李 艾伯丝·戴维兹 坎贝尔·斯科特 马尔顿·索克斯 路易斯·坎瑟米 麦克斯·查尔斯 B·J·诺瓦克 莎拉·加顿 迈克尔·麦斯 比尔·赫克 泰迪·库卢卡 艾迪·布莱恩特 马克·多赫蒂 詹姆斯·科尔比 卡丽·科尔曼 斯凯勒·吉桑多 查理·迪皮尤 Robert Newman 阿德里安·马丁斯 詹姆斯·迈克尔·麦考利 Greg Connolly 蒂摩西·亚当斯 塔格·库克尔 克莱姆·张 Dusan Hyska Dario Barosso 大卫·石 丹尼尔·格罗尔 史蒂文·豪克 雷金纳德·巴恩斯 克雷利·伯杰 瑞克·博兰德 Sean Buttimer 克里斯·库珀 Chris Cullen 朱莉亚·戴维斯 弗兰克·迪尔 马丁·辛 中村狮童 克里斯·泽尔卡 乔什·赫尔曼 丹尼斯·利瑞 赵乾景 布莱恩·黑利 马克·达赫蒂
6390823,美国队长2 Captain America: The Winter Soldier,8.0,2014-04-04(美国/中国大陆),动作 科幻 冒险,克里斯·埃文斯 斯嘉丽·约翰逊 塞巴斯蒂安·斯坦 安东尼·麦凯 海莉·阿特维尔 艾米丽·万凯普 罗伯特·雷德福 塞缪尔·杰克逊 寇碧·史莫德斯 卡兰·马尔韦 弗兰克·格里罗 斯坦·李 托比·琼斯 珍妮·艾加特 乔治·圣皮埃尔 盖瑞·山德林 阿兰·戴尔 黄经汉 阿德托库姆布斯·麦克马克 多米尼克·瑞恩斯 伊丽莎白·奥尔森 亚伦·泰勒-约翰逊 托马斯·克莱舒曼 多米尼克·库珀 丹尼·朴迪 加里·西尼斯 布兰卡·卡蒂奇 斯蒂文·卡普 翟巍 周帅 马克斯米利亚诺·赫尔南德斯 帕特·希利 埃迪·J.费尔南德斯 内斯特·塞拉诺 阿比盖尔·马洛 亚伦·希梅尔斯坦 伯纳德·怀特 伊万·帕克 萨尔瓦托雷·哈雷布 D.C. Pierson 里卡多·查康 查德·托德亨特 扎克·杜哈梅 乔迪·哈特 杰里米·马克斯韦尔 Bernard Zilinskas 安德鲁·康斯坦丁尼
27110296,无名之辈,8.0,2018-11-16(中国大陆),剧情 喜剧,陈建斌 任素汐 潘斌龙 章宇 王砚辉 九孔 马吟吟 程怡 宁桓宇 邓恩熙 谢波 范翔 赵梓冲 史策 马睿瀚 林海 邓钢 尧十三 国义骞 周铨
2052978,双食记,7.1,2008-03-07,剧情 爱情 悬疑,吴镇宇 余男 江一燕 朱雨辰 曹宇宙 魏佳庆
26394152,大黄蜂 Bumblebee,7.0,2019-01-04(中国大陆),动作 科幻 冒险,海莉·斯坦菲尔德 小豪尔赫·兰登伯格 约翰·塞纳 杰森·德鲁克 帕梅拉·阿德龙 斯蒂芬·施耐德 里卡多·霍约斯 约翰·奥提兹 格林·特鲁曼 兰·卡琉 格蕾丝·达斯恩妮 弗里德·杜莱尔 蓝尼·雅各布森  梅金·普莱斯 萨钦·巴特 蒂姆·马丁·格里森 安东尼奥·查丽蒂 艾德文·霍德吉 拉斯·斯兰德 迪伦·奥布莱恩 彼特·库伦 安吉拉·贝塞特 贾斯汀·塞洛克斯 大卫·索博洛夫 格蕾·德丽斯勒 史蒂夫·布卢姆 安德鲁·莫尔加多 威廉·W·巴伯 罗伯特·切斯纳特 米歇尔·毛 克里斯蒂安·哈切森 里克·理查森 瓦内萨·罗斯 波士顿·拉什·弗里曼 托尼·托斯特 迪娜·特鲁迪 艾蒂安·维克 肯尼斯·崔 玛塞拉·布拉吉奥 蕾切尔·克劳 艾比·奎因 迈克尔·马西尼 盖尔·甘布尔 马丁·肖特 特里萨·纳瓦罗 杰斯·哈梅尔 尼娜·奇克 布赖恩·科尔斯迈尔
1890784,门徒 門徒,7.9,2007-02-13(中国大陆/中国香港),剧情 惊悚 犯罪,刘德华 吴彦祖 古天乐 张静初 袁咏仪 廖启智 何美钿 尔冬升 杜港 姚文基 谢芷彤 龙逸升 黄伟辉 李天翔 麦启光 尼鲁·西里詹亚 元宝
25994712,伪装者,8.6,2015-08-31(中国大陆),剧情 悬疑,胡歌 靳东 刘敏涛 王凯 宋轶 王乐君 王鸥 刘奕君 岳旸 张棪琰 郭晓峰 松峰莉璃 王铮 高鑫 郭虹 平田康之 朱梦瑶 孙梦佳 孙晨 冯晖 松浦敬之 刘陆 高正 曲浩天 冯千 姚力烨 王宏 谢承颖 史晓僮 毕英杰 柳洋 桑茗胜 王海龙 郭彤彤 臧晋 孙征宇 张巨明 叶恺文 宝木中阳 金雁 范哲琛 张晓谦 徐佳琦 白雪岑 吴昊宸
27114416,廉政风云 廉政風雲 煙幕,5.4,2019-02-05(中国大陆/中国香港),剧情 悬疑 犯罪,刘青云 张家辉 林嘉欣 袁咏仪 方中信 陈家乐 汤怡 骆应钧 吴岱融 常倩 吴浩康 陈桂芬 黄子雄 陈炳铨 庞雨浓 易宇航 邓泰和 陈凯咏 黄文慧 何远东 林威 张松枝 袁富华 周祉君
25843976,夏有乔木 雅望天堂,4.7,2016-08-05(中国大陆),爱情,韩庚 卢杉 包贝尔 周元 张瑶 黄征 曹英睿 马兰 隋名旸 成侑彬
25824686,变形金刚5：最后的骑士 Transformers: The Last Knight,4.9,2017-06-23(中国大陆),动作 科幻,马克·沃尔伯格 安东尼·霍普金斯 乔什·杜哈明 劳拉·哈德克 桑地亚哥·卡布瑞拉 伊莎贝拉·莫奈 杰洛德·卡尔迈克 斯坦利·图齐 利亚姆·加里根 马丁·麦克里迪 约翰·霍林沃思 丹尼尔·阿德博伊加 格伦·莫肖尔 嘉玛·陈 约翰·特托罗 托尼·海尔 克劳德·诺尔顿 雅各布·扎哈尔 玛姬·斯蒂德 莎拉·斯图尔特 菲比·尼克尔斯 丽贝卡·弗朗特 斯蒂芬·霍根 小本杰明·弗洛雷斯 胡利奥塞萨尔·查韦斯 艾莎卡比娅 安迪·比恩 马克·德克斯特 罗伯·贾维斯 蒂姆·唐尼 克里斯蒂娜·谭 宝琳·麦克林 塞塔·因德尼 温迪·阿尔比斯顿 芭芭拉·伊芙·哈里斯 米彻·佩勒吉 阿兰·皮特鲁塞泽维斯基 德鲁·沃特斯 汤姆·怀特 丹·华纳 彼特·库伦 弗兰克·维尔克 埃里克·阿达尔 约翰·古德曼 渡边谦 吉姆·卡特 史蒂夫·布西密 奥玛·希 雷诺·维尔森 约翰·迪·马吉欧 汤姆·肯尼 杰斯·哈梅尔 马克·瑞安 李·阿斯奎斯-柯 戴维·奥拉瓦莱·阿印德 罗伊·贝克 吉尔·伯明翰 Michael Chapman 蕾欧娜·克拉克 伯纳多·桑托斯 艾伦·菲尼克斯
25723583,英伦对决 The Foreigner,7.0,2017-09-30(中国大陆),动作 犯罪,成龙 皮尔斯·布鲁斯南 刘涛 梁佩诗 夏莉·墨菲 欧拉·布莱蒂 迈克尔·麦克埃尔哈顿 西蒙·坤茨 雷·费隆 罗里·弗莱克-拜恩 皮帕·贝内特-华纳 德尔莫特·克劳利 蒂利亚纳·布克丽瓦 鲁弗斯·琼斯 斯蒂芬·霍根 考兰·伯恩 查理·比尤利 张国立 谢雨辰 斯图尔特·格雷厄姆 马克·坦迪 肖恩·坎皮恩
26269510,陪安东尼度过漫长岁月,6.2,2015-11-13(中国大陆),剧情 爱情,刘畅 白百何 唐艺昕 白举纲 金世佳 江一燕 高圣远 禾浩辰 宋芸桦 潘虹 于荣光 卢燕 许龄月 崔文璐 李川
26861685,红海行动,8.3,2018-02-16(中国大陆),动作 战争,张译 黄景瑜 海清 杜江 蒋璐霞 尹昉 王强 郭家豪 王雨甜 麦亨利 张涵予 王彦霖 蔡洁 霍思燕 任达华 黄芬芬 于大伟 李响 尚
3610047,变形金刚3 Transformers: Dark of the Moon,7.2,2011-07-21(中国大陆),动作 科幻,希亚·拉博夫 罗茜·汉丁顿-惠特莉 乔什·杜哈明 约翰·特托罗 泰瑞斯·吉布森 帕特里克·德姆西 弗兰西斯·麦克多蒙德 约翰·马尔科维奇 凯文·杜恩 朱丽叶·怀特 艾伦·图代克 郑肯 格伦·莫肖尔 莱斯特·斯派特 巴兹·奥德林 比尔·奥雷利 拉维尔·伊斯亚诺夫 Dustin Dennard 斯科特·C·罗伊 詹姆斯·D·韦斯顿二世 米卡尔·威戈 肯尼·谢尔德 乔什·凯利 安庆名惠子 拉莫尼卡·加勒特 约翰托宾 拉里·克拉克 汤姆·维图 托马斯·克劳福德 凯文·塞兹摩尔 阿兰·皮特鲁塞泽维斯基 迈克尔·丹尼尔·卡萨迪 皮特·穆尔尼克 唐·詹尼斯 大卫·圣.詹姆斯 埃利亚·巴斯金 因纳·克洛姬娜 凯瑟琳·加蒂 克里斯·谢菲尔德 肯·竹本 明迪·斯特林 斯蒂芬·泰勒 安德鲁·达利 斯科特·克林斯基 凯瑟琳·西吉斯蒙德 麦丽·弗拉纳甘 杰克·阿克塞尔罗德 梅乐迪丝·梦露 珍妮弗·威廉姆斯 丹尼·麦卡锡 约翰·图尔克 伊克博·塞巴 安东尼·阿吉吉 萨米·谢伊克 马克·瑞安 彼特·库伦 雨果·维文 伦纳德·尼莫伊 杰斯·哈梅尔 查尔斯·阿德勒 罗伯特·福克沃斯 詹姆斯·瑞马尔 弗朗西斯科·奎因 乔治·科 汤姆·肯尼 雷诺·维尔森 艾丽西娅·维拉-贝利 姜广涛 约翰·迪·马吉欧 弗兰克·维尔克 基斯·斯扎拉巴基克 陆建艺 罗恩·博蒂塔 弗雷德里克·基夫
2129132,超凡蜘蛛侠 The Amazing Spider-Man,7.6,2012-08-27(中国大陆),动作 科幻 奇幻 冒险,安德鲁·加菲尔德 艾玛·斯通 瑞斯·伊凡斯 丹尼斯·利瑞 马丁·辛 莎莉·菲尔德 伊尔凡·可汗 斯坦·李 坎贝尔·斯科特 艾伯丝·戴维兹 克里斯·泽尔卡 麦克斯·查尔斯 C·托马斯·豪威尔 卡丽·科尔曼 迈克尔·巴拉 雷弗·甘特沃特 安迪·佩索亚 汉娜·马克斯 凯尔西·周 凯文·麦克克科尔 芭芭拉·伊芙·哈里斯 丹尼埃尔·布鲁吉奥 基思·坎贝尔 史蒂夫·德卡斯特罗 吉尔·弗林特 马克·多尔蒂 斯凯勒·吉桑多 查理·迪皮尤 维森特·拉雷斯卡 陈清仁 亚历山大·贝特里 蒂娅·德克萨达 杰·卡普托 Jennifer Lyons 迈克尔·麦斯 艾波·斯蒂文斯 Ethan Cohn 马米·科西科 佐伊·达奇 迈尔斯·艾略特 布莱恩·法里戴 沙沙维恩·豪尔 泰德·霍利斯 阿曼达·麦克唐纳 迈克尔·帕帕约翰 马蒂·帕帕奇安 克里斯汀·奎克 约翰·斯库蒂 肯特·绍克内克 安德莉亚·西斯托 安妮·帕里西 朱丽安妮·尼科尔森
1418189,蜘蛛侠3 Spider-Man 3,7.6,2007-05-01(中国大陆),动作 科幻 冒险,托比·马奎尔 克斯汀·邓斯特 詹姆斯·弗兰科 托马斯·哈登·丘奇 托弗·戈瑞斯 布莱丝·达拉斯·霍华德 罗斯玛丽·哈里斯 J·K·西蒙斯 詹姆斯·克伦威尔 泰莉莎·拉塞尔 迪伦·贝克 比尔·努恩 布鲁斯·坎贝尔 伊丽莎白·班克斯 泰德·雷米 威廉·达福 斯坦·李 乔·曼根尼罗 露西·高登 克里夫·罗伯逊 佩拉·哈莉-贾德林 埃米里奥·瑞弗拉 马吉纳·托娃 克里斯蒂娜·辛德里奇 史蒂夫·瓦伦丁 迈克尔·帕帕约翰 金锋 罗格里奥·T·拉莫斯 埃利亚·巴斯金 贝琦·安·贝克 玛格丽特·兰妮 马克·万恩 Ray Wineteer 坦雅·西诺维克 谢德·鲁佩 基斯沃文德 Jennifer C. Sparks 大卫·巴克斯 蒂姆·马库兰 克劳迪娅·卡茨 Linda Lee Nick Vlassopoulos 狄恩·爱德华兹 Hal Fishman 克里斯特尔·玛丽·丹纳 Tony Besson 马克·库布尔 朗·金 尼克·波托兰宁 克里斯托弗·裘德 罗伯特·迈尔斯 托妮·韦恩 Xenia Siamas 克里斯托弗·斯塔杜利斯 保罗·泰瑞尔·科雷顿 艾普尔·帕克·琼斯 卡德罗莎·奥娜·卡罗尔
24751754,前任攻略,6.1,2014-01-31(中国大陆),喜剧 爱情,韩庚 姚星彤 郑恺 王丽坤 班嘉佳 张涵予 李相烨 关喆 毛俊杰 麦迪娜 熊乃瑾 柳岩 张小觉 冷中易 马镜淇 张殿伦 蓝波儿 贺勋
26926321,缝纫机乐队,6.6,2017-09-29(中国大陆),喜剧 音乐,大鹏 乔杉 古力娜扎 李鸿其 韩童生 曲隽希 于谦 岳云鹏 王劲松 于洋 代乐乐 赵英俊 马大明 张一鸣 衣云鹤 曹然然 曹桐睿 宋小宝 刘小光 文松 宋晓峰 周冬雨 袁姗姗 宋茜 林志玲 赵露思 范伟 彭磊 鄂靖文 高虎 黄贯中 叶世荣 董立范 谢天笑 梁超 张海燕 斯琴格日乐 欧洋 姚澜 赵明义 贾君刚 李延亮
24404677,超体 Lucy,7.4,2014-10-24(中国大陆),动作 科幻,斯嘉丽·约翰逊 摩根·弗里曼 崔岷植 阿马尔·维克德 朱利安·林希德-图特 皮鲁·埃斯贝克 安娜丽·提普顿 詹·奥利弗·施罗德 弗雷德里克·周 克莱尔·陈 塞德里克·舍瓦姆 沃尔夫冈·皮索尔斯 邵斯凡 保罗·陈 林暐恒 邢峰 徐灏翔 塞缪尔·丘林 李淳 吕克·贝松 高靖榕 克里斯多夫·泰克 林辰唏 伊冯娜·格雷迪莱 Michèle Raingeval
25895276,煎饼侠,5.8,2015-07-17(中国大陆),喜剧,大鹏 袁姗姗 柳岩 吴君如 曾志伟 岳云鹏 衣云鹤 梁超 潘斌龙 崔志佳 乔杉 郭采洁 邓超 尚格·云顿 小沈阳 宋小宝 刘小光 王小利 陈思诚 林更新 陈羽凡 胡海泉 韩寒 陈赫 郑恺 包贝尔 郑伊健 陈小春 谢天华 林晓峰 崔可法 王德顺 沈驰 孙浠伦 冷碗碗 郏莉莉 张朝阳
26762744,你是凶手,5.5,2019-11-22(中国大陆),剧情 悬疑 犯罪,王千源 宋佳 冯远征 李九霄 何沄伟 石凉 张诣文含
25805054,十万个冷笑话,6.6,2014-12-31(中国大陆),喜剧 动画 奇幻,张杰 皇贞季 宝木中阳 山新 申秋香 图特哈蒙 卢恒宇 黎筱濛
